City_id,City,Latitude,Longitude,Date,Température max (°C),Vent max (m/s),Force vent,Angle vent (°),Indice UV,Icon,Emoji,Description
FR000029,Carcassonne,43.2130358,2.3491069,2025-06-20,38,4,3,59,8.91,03d,⛅,Nuages épars
FR000029,Carcassonne,43.2130358,2.3491069,2025-06-21,37,8,5,99,9.0,01d,☀️,Ciel dégagé (jour)
FR000029,Carcassonne,43.2130358,2.3491069,2025-06-22,35,8,5,93,9.0,10d,🌦️,Pluie intermittente
FR000029,Carcassonne,43.2130358,2.3491069,2025-06-23,33,9,5,92,9.0,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-06-16,24,4,3,350,9.51,02d,🌤️,Peu nuageux (jour)
FR000030,Ariege,42.9455368,1.4065544,2025-06-17,25,4,3,351,9.86,01d,☀️,Ciel dégagé (jour)
FR000030,Ariege,42.9455368,1.4065544,2025-06-18,26,3,2,11,9.71,01d,☀️,Ciel dégagé (jour)
FR000030,Ariege,42.9455368,1.4065544,2025-06-19,29,3,2,326,9.53,02d,🌤️,Peu nuageux (jour)
FR000030,Ariege,42.9455368,1.4065544,2025-06-20,30,3,2,357,8.43,02d,🌤️,Peu nuageux (jour)
FR000030,Ariege,42.9455368,1.4065544,2025-06-21,29,4,3,197,9.0,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-06-22,30,4,3,192,9.0,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-06-23,32,4,3,187,9.0,03d,⛅,Nuages épars
FR000031,Toulouse,43.6044622,1.4442469,2025-06-16,28,4,3,325,9.11,02d,🌤️,Peu nuageux (jour)
FR000031,Toulouse,43.6044622,1.4442469,2025-06-17,30,4,3,313,9.34,01d,☀️,Ciel dégagé (jour)
FR000031,Toulouse,43.6044622,1.4442469,2025-06-18,32,3,2,358,9.15,01d,☀️,Ciel dégagé (jour)
FR000031,Toulouse,43.6044622,1.4442469,2025-06-19,34,4,3,354,9.19,03d,⛅,Nuages épars
FR000031,Toulouse,43.6044622,1.4442469,2025-06-20,35,3,2,22,8.26,02d,🌤️,Peu nuageux (jour)
FR000031,Toulouse,43.6044622,1.4442469,2025-06-21,37,4,3,131,9.0,01d,☀️,Ciel dégagé (jour)
FR000031,Toulouse,43.6044622,1.4442469,2025-06-22,36,5,3,290,9.0,10d,🌦️,Pluie intermittente
FR000031,Toulouse,43.6044622,1.4442469,2025-06-23,35,7,4,117,9.0,10d,🌦️,Pluie intermittente
FR000032,Montauban,44.0175835,1.3549991,2025-06-16,27,4,3,333,9.12,03d,⛅,Nuages épars
FR000032,Montauban,44.0175835,1.3549991,2025-06-17,29,3,2,310,9.36,01d,☀️,Ciel dégagé (jour)
FR000032,Montauban,44.0175835,1.3549991,2025-06-18,31,2,2,250,9.14,01d,☀️,Ciel dégagé (jour)
FR000032,Montauban,44.0175835,1.3549991,2025-06-19,33,2,2,108,9.14,03d,⛅,Nuages épars
FR000032,Montauban,44.0175835,1.3549991,2025-06-20,34,2,2,351,7.92,03d,⛅,Nuages épars
FR000032,Montauban,44.0175835,1.3549991,2025-06-21,35,3,2,164,8.0,01d,☀️,Ciel dégagé (jour)
FR000032,Montauban,44.0175835,1.3549991,2025-06-22,35,6,4,162,8.0,03d,⛅,Nuages épars
FR000032,Montauban,44.0175835,1.3549991,2025-06-23,37,6,4,139,8.0,02d,🌤️,Peu nuageux (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-16,25,4,3,2,9.19,01d,☀️,Ciel dégagé (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-17,22,4,3,331,9.17,01d,☀️,Ciel dégagé (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-18,27,4,3,23,9.12,01d,☀️,Ciel dégagé (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-19,29,4,3,245,8.85,02d,🌤️,Peu nuageux (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-20,29,4,3,249,8.7,03d,⛅,Nuages épars
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-21,28,6,4,253,9.0,02d,🌤️,Peu nuageux (jour)
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-22,28,4,3,351,9.0,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4832523,-1.5592776,2025-06-23,24,5,3,287,9.0,04d,☁️,Couvert
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-16,27,3,2,355,9.21,01d,☀️,Ciel dégagé (jour)
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-17,24,4,3,323,9.22,01d,☀️,Ciel dégagé (jour)
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-18,29,3,2,228,9.16,01d,☀️,Ciel dégagé (jour)
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-19,30,3,2,248,8.93,02d,🌤️,Peu nuageux (jour)
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-20,31,3,2,249,8.7,03d,⛅,Nuages épars
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-21,29,6,4,260,9.0,02d,🌤️,Peu nuageux (jour)
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-22,31,3,2,342,9.0,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-06-23,26,5,3,284,9.0,04d,☁️,Couvert
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-16,28,5,3,351,8.73,02d,🌤️,Peu nuageux (jour)
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-17,26,5,3,68,8.87,01d,☀️,Ciel dégagé (jour)
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-18,28,6,4,8,8.89,01d,☀️,Ciel dégagé (jour)
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-19,29,6,4,72,8.76,01d,☀️,Ciel dégagé (jour)
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-20,29,6,4,245,8.54,04d,☁️,Couvert
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-21,29,6,4,272,9.0,01d,☀️,Ciel dégagé (jour)
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-22,22,6,4,297,9.0,04d,☁️,Couvert
FR000035,La Rochelle,46.159732,-1.1515951,2025-06-23,23,5,3,285,9.0,10d,🌦️,Pluie intermittente
