City_id,City,City_lat,City_long,Date,Température max (°C),Vent max (m/s),Force vent,Angle vent (°),Indice UV,Icon,Emoji,Weather_description
FR000030,Ariege,42.9455368,1.4065544,2025-07-08,26,3,2,319,9.3,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-07-09,24,3,2,5,9.84,01d,☀️,Ciel dégagé
FR000030,Ariege,42.9455368,1.4065544,2025-07-10,28,3,2,185,9.99,01d,☀️,Ciel dégagé
FR000030,Ariege,42.9455368,1.4065544,2025-07-11,28,4,3,189,9.22,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-07-12,24,4,3,161,8.9,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-07-13,28,3,2,181,9.0,02d,🌤️,Peu nuageux
FR000030,Ariege,42.9455368,1.4065544,2025-07-14,28,3,2,348,9.0,10d,🌦️,Pluie intermittente
FR000030,Ariege,42.9455368,1.4065544,2025-07-15,25,3,2,339,9.0,10d,🌦️,Pluie intermittente
FR000031,Toulouse,43.6044622,1.4442469,2025-07-08,29,6,4,309,8.81,01d,☀️,Ciel dégagé
FR000031,Toulouse,43.6044622,1.4442469,2025-07-09,31,4,3,337,9.11,01d,☀️,Ciel dégagé
FR000031,Toulouse,43.6044622,1.4442469,2025-07-10,34,3,2,337,9.32,01d,☀️,Ciel dégagé
FR000031,Toulouse,43.6044622,1.4442469,2025-07-11,36,8,5,140,8.73,01d,☀️,Ciel dégagé
FR000031,Toulouse,43.6044622,1.4442469,2025-07-12,32,6,4,123,8.29,10d,🌦️,Pluie intermittente
FR000031,Toulouse,43.6044622,1.4442469,2025-07-13,36,4,3,137,9.0,10d,🌦️,Pluie intermittente
FR000031,Toulouse,43.6044622,1.4442469,2025-07-14,37,8,5,303,9.0,10d,🌦️,Pluie intermittente
FR000031,Toulouse,43.6044622,1.4442469,2025-07-15,32,5,3,281,9.0,10d,🌦️,Pluie intermittente
FR000032,Montauban,44.0175835,1.3549991,2025-07-08,29,6,4,335,8.75,01d,☀️,Ciel dégagé
FR000032,Montauban,44.0175835,1.3549991,2025-07-09,31,4,3,343,9.02,01d,☀️,Ciel dégagé
FR000032,Montauban,44.0175835,1.3549991,2025-07-10,34,4,3,346,9.17,01d,☀️,Ciel dégagé
FR000032,Montauban,44.0175835,1.3549991,2025-07-11,36,5,3,161,8.71,01d,☀️,Ciel dégagé
FR000032,Montauban,44.0175835,1.3549991,2025-07-12,35,10,5,357,8.5,10d,🌦️,Pluie intermittente
FR000032,Montauban,44.0175835,1.3549991,2025-07-13,35,4,3,351,9.0,10d,🌦️,Pluie intermittente
FR000032,Montauban,44.0175835,1.3549991,2025-07-14,36,9,5,302,9.0,10d,🌦️,Pluie intermittente
FR000032,Montauban,44.0175835,1.3549991,2025-07-15,32,6,4,314,9.0,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-08,23,4,3,332,8.98,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-09,24,5,3,340,9.18,01d,☀️,Ciel dégagé
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-10,27,4,3,352,9.47,01d,☀️,Ciel dégagé
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-11,25,6,4,250,8.03,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-12,26,4,3,300,8.5,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-13,28,5,3,113,9.0,01d,☀️,Ciel dégagé
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-14,23,6,4,257,9.0,10d,🌦️,Pluie intermittente
FR000033,Biarritz,43.4711437,-1.5527266,2025-07-15,23,4,3,325,9.0,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-08,24,5,3,322,8.96,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-09,26,4,3,336,9.19,01d,☀️,Ciel dégagé
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-10,29,4,3,348,9.47,01d,☀️,Ciel dégagé
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-11,26,6,4,252,8.29,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-12,28,5,3,302,8.57,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-13,29,5,3,116,9.0,01d,☀️,Ciel dégagé
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-14,23,5,3,257,9.0,10d,🌦️,Pluie intermittente
FR000034,Bayonne,43.4945144,-1.4736657,2025-07-15,23,4,3,316,9.0,10d,🌦️,Pluie intermittente
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-08,24,9,5,294,8.31,01d,☀️,Ciel dégagé
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-09,24,8,5,297,8.46,01d,☀️,Ciel dégagé
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-10,28,6,4,71,8.62,01d,☀️,Ciel dégagé
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-11,31,8,5,61,8.26,01d,☀️,Ciel dégagé
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-12,26,8,5,64,8.07,03d,⛅,Nuages épars
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-13,24,7,4,203,9.0,01d,☀️,Ciel dégagé
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-14,23,7,4,282,9.0,10d,🌦️,Pluie intermittente
FR000035,La Rochelle,46.159732,-1.1515951,2025-07-15,22,10,5,299,9.0,02d,🌤️,Peu nuageux
