City_id,City,Nom,Url,Note,Adresse,Points_forts,Hotel_lat,Hotel_long
FR000001,Mont Saint Michel,Auberge de la Baie,https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBA4gCAagCA7gCm9eAvwbAAgHSAiQwMzMwNzA4Mi0zOWZiLTQxNmItOTA4OC1kZTcwZWE3Mzc2N2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=review_score%3D80&srpvid=56a06e4db3c80481&srepoch=1742744476&from=searchresults,"8,2","La Rive – D275, 50170 Ardevon, France",[],48.61599317655586,-1.4882531762123108
FR000001,Mont Saint Michel,Gites Bellevue,https://www.booking.com/hotel/fr/gites-bellevue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBA4gCAagCA7gCm9eAvwbAAgHSAiQwMzMwNzA4Mi0zOWZiLTQxNmItOTA4OC1kZTcwZWE3Mzc2N2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=review_score%3D80&srpvid=56a06e4db3c80481&srepoch=1742744476&from=searchresults,"9,3","Ferme Bellevue, 50170 Beauvoir, France","['Possibilité d’avoir l’hébergement entier', 'Parking', 'Vue', 'Équipements de cuisine', 'Accessibilité']",48.60788006624136,-1.5172237157821655
FR000001,Mont Saint Michel,Les Vieilles Digues,https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBA4gCAagCA7gCm9eAvwbAAgHSAiQwMzMwNzA4Mi0zOWZiLTQxNmItOTA4OC1kZTcwZWE3Mzc2N2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=review_score%3D80&srpvid=56a06e4db3c80481&srepoch=1742744476&from=searchresults,"9,3","Route du Mont Saint Michel, 50170 Beauvoir, France","['Parking', 'Petit-déjeuner disponible', 'Vue', 'Équipements de cuisine']",48.60418750441497,-1.5115991234779358
FR000001,Mont Saint Michel,L'Hirondelle,https://www.booking.com/hotel/fr/l-39-hirondelle-pontorson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBA4gCAagCA7gCm9eAvwbAAgHSAiQwMzMwNzA4Mi0zOWZiLTQxNmItOTA4OC1kZTcwZWE3Mzc2N2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=review_score%3D80&srpvid=56a06e4db3c80481&srepoch=1742744476&from=searchresults,"8,8","Ardevon, 47 Route de la Rive Ardevon, 50170 Pontorson, France",[],48.615795,-1.488712
FR000001,Mont Saint Michel,Gites les 2 Clos au pied du Mont,https://www.booking.com/hotel/fr/les-deux-clos-pontorson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBA4gCAagCA7gCm9eAvwbAAgHSAiQwMzMwNzA4Mi0zOWZiLTQxNmItOTA4OC1kZTcwZWE3Mzc2N2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=review_score%3D80&srpvid=56a06e4db3c80481&srepoch=1742744476&from=searchresults,"9,0","28 B ROUTE DE LA RIVE, 50170 Pontorson, France","['Possibilité d’avoir l’hébergement entier', 'Parking', 'Vue', 'Équipements de cuisine']",48.613966101624456,-1.4857917287392852
FR000002,St Malo,Domaine de la Barbinais,https://www.booking.com/hotel/fr/domaine-de-la-barbinais.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc14C_BsACAdICJGM0ODE3ZmUzLWY1MjQtNGJmMS04ZWQ3LTQ1NWFkODFkMDU4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=review_score%3D80&srpvid=f8b06e4ecbb105c2&srepoch=1742744477&from=searchresults,"8,5","La Barbinais, Paramé, 35400 Saint-Malo, France","['Parking', 'Petit-déjeuner disponible', 'Vue', 'Équipements de cuisine', 'Accessibilité']",48.644812516266285,-1.9593614355819682
FR000002,St Malo,APPARTEMENT NEUF ET BIEN SITUE AVEC UN CLASSEMENT,https://www.booking.com/hotel/fr/appartement-neuf-et-bien-situe-avec-un-classement-saint-malo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc14C_BsACAdICJGM0ODE3ZmUzLWY1MjQtNGJmMS04ZWQ3LTQ1NWFkODFkMDU4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=review_score%3D80&srpvid=f8b06e4ecbb105c2&srepoch=1742744477&from=searchresults,"9,6","1 Rue Yvelin, 35400 Saint-Malo, France",[],48.64591,-2.009882
FR000002,St Malo,Malouinière Guillaume Onffroy,https://www.booking.com/hotel/fr/malouiniere-guillaume-onffroy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc14C_BsACAdICJGM0ODE3ZmUzLWY1MjQtNGJmMS04ZWQ3LTQ1NWFkODFkMDU4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=review_score%3D80&srpvid=f8b06e4ecbb105c2&srepoch=1742744477&from=searchresults,"9,4","1 Rue des Lilas, 35400 Saint-Malo, France",[],48.632508849393,-1.9864576460330001
FR000002,St Malo,Hôtel Anne de Bretagne,https://www.booking.com/hotel/fr/anne-de-bretagne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc14C_BsACAdICJGM0ODE3ZmUzLWY1MjQtNGJmMS04ZWQ3LTQ1NWFkODFkMDU4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=review_score%3D80&srpvid=f8b06e4ecbb105c2&srepoch=1742744477&from=searchresults,"8,8","10/11 rue St Thomas, Intra muros, 35400 Saint-Malo, France","['Petit-déjeuner disponible', 'Piscine', 'Équipements de cuisine', 'Accessibilité']",48.6506405397079,-2.024753987789154
FR000002,St Malo,Hotel Brasserie Armoricaine,https://www.booking.com/hotel/fr/brasserie-armoricaine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKc14C_BsACAdICJGM0ODE3ZmUzLWY1MjQtNGJmMS04ZWQ3LTQ1NWFkODFkMDU4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=review_score%3D80&srpvid=f8b06e4ecbb105c2&srepoch=1742744477&from=searchresults,"8,5","6 Rue du Boyer, Intra muros, 35400 Saint-Malo, France",['La Brasserie Armoricaine'],48.648813,-2.027441
